"NCM"|"EX"|"DESCRIÇÃO"|"AL_IPI"|"CST_IPI_ENTRADA"|"CST_IPI_SAÍDA"|"CST_PIS_COFINS_ENTRADA"|"CST_PIS_COFINS_SAÍDA"|"CÓDIGO_JUSTIFICATIVA_ENQUADRAMENTO_PIS_COFINS"
"29333371"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Alfentanil (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanil (DCI), metilfenidato (DCI), pentazocina (DCI), petidina (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI) e trimeperidina (DCI); sais destes produtos - Metilfenidato e pentazocina; sais destes produtos - Metilfenidato"|0|"01"|"51"|""|""|""
"29333372"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Alfentanil (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanil (DCI), metilfenidato (DCI), pentazocina (DCI), petidina (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI) e trimeperidina (DCI); sais destes produtos - Metilfenidato e pentazocina; sais destes produtos - Pentazocina"|0|"01"|"51"|""|""|""
"29333379"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Alfentanil (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanil (DCI), metilfenidato (DCI), pentazocina (DCI), petidina (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI) e trimeperidina (DCI); sais destes produtos - Metilfenidato e pentazocina; sais destes produtos - Outros"|0|"01"|"51"|""|""|""
"29333381"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Alfentanil (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanil (DCI), metilfenidato (DCI), pentazocina (DCI), petidina (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI) e trimeperidina (DCI); sais destes produtos - Petidina, intermediário A da petidina e pipradrol; sais destes produtos - Petidina"|0|"01"|"51"|""|""|""
"29333382"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Alfentanil (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanil (DCI), metilfenidato (DCI), pentazocina (DCI), petidina (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI) e trimeperidina (DCI); sais destes produtos - Petidina, intermediário A da petidina e pipradrol; sais destes produtos - Intermediário A da petidina"|0|"01"|"51"|""|""|""
"29333383"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Alfentanil (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanil (DCI), metilfenidato (DCI), pentazocina (DCI), petidina (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI) e trimeperidina (DCI); sais destes produtos - Petidina, intermediário A da petidina e pipradrol; sais destes produtos - Pipradrol"|0|"01"|"51"|""|""|""
"29333384"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Alfentanil (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanil (DCI), metilfenidato (DCI), pentazocina (DCI), petidina (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI) e trimeperidina (DCI); sais destes produtos - Petidina, intermediário A da petidina e pipradrol; sais destes produtos - Cloridrato de petidina"|0|"01"|"51"|""|""|""
"29333389"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Alfentanil (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanil (DCI), metilfenidato (DCI), pentazocina (DCI), petidina (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI) e trimeperidina (DCI); sais destes produtos - Petidina, intermediário A da petidina e pipradrol; sais destes produtos - Outros"|0|"01"|"51"|""|""|""
"29333391"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Alfentanil (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanil (DCI), metilfenidato (DCI), pentazocina (DCI), petidina (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI) e trimeperidina (DCI); sais destes produtos - Piritramida, propiram e trimeperidina; sais destes produtos - Piritramida"|0|"01"|"51"|""|""|""
"29333392"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Alfentanil (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanil (DCI), metilfenidato (DCI), pentazocina (DCI), petidina (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI) e trimeperidina (DCI); sais destes produtos - Piritramida, propiram e trimeperidina; sais destes produtos - Propiram"|0|"01"|"51"|""|""|""
"29333393"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Alfentanil (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanil (DCI), metilfenidato (DCI), pentazocina (DCI), petidina (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI) e trimeperidina (DCI); sais destes produtos - Piritramida, propiram e trimeperidina; sais destes produtos - Trimeperidina"|0|"01"|"51"|""|""|""
"29333399"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Alfentanil (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanil (DCI), metilfenidato (DCI), pentazocina (DCI), petidina (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI) e trimeperidina (DCI); sais destes produtos - Piritramida, propiram e trimeperidina; sais destes produtos - Outros"|0|"01"|"51"|""|""|""
"29333912"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém flúor, bromo ou ambos, em ligação covalente - Droperidol"|0|"01"|"51"|""|""|""
"29333913"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém flúor, bromo ou ambos, em ligação covalente - Ácido niflúmico"|0|"01"|"51"|""|""|""
"29333914"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém flúor, bromo ou ambos, em ligação covalente - Haloxifop (ácido (RS)-2-(4-(3-cloro-5-trifluormetil-2-piridiloxi)fenoxi)propiônico)"|0|"01"|"51"|""|""|""
"29333915"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém flúor, bromo ou ambos, em ligação covalente - Haloperidol"|0|"01"|"51"|""|""|""
"29333919"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém flúor, bromo ou ambos, em ligação covalente - Outros"|0|"01"|"51"|""|""|""
"29333921"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém cloro mas não contém flúor nem bromo, em ligação covalente - Picloram"|0|"01"|"51"|""|""|""
"29333922"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém cloro mas não contém flúor nem bromo, em ligação covalente - Clorpirifós"|0|"01"|"51"|""|""|""
"29333923"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém cloro mas não contém flúor nem bromo, em ligação covalente - Malato ácido de cleboprida (malato de cleboprida)"|0|"01"|"51"|""|""|""
"29333924"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém cloro mas não contém flúor nem bromo, em ligação covalente - Cloridrato de loperamida"|0|"01"|"51"|""|""|""
"29333925"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém cloro mas não contém flúor nem bromo, em ligação covalente - Ácido 2-(2-metil-3-cloroanilino)nicotínico e seu sal de lisina"|0|"01"|"51"|""|""|""
"29333929"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém cloro mas não contém flúor nem bromo, em ligação covalente - Outros"|0|"01"|"51"|""|""|""
"29333931"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções álcool, ácido carboxílico ou ambas, mas não contém halogênios em ligação covalente - Terfenadina"|0|"01"|"51"|""|""|""
"29333932"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções álcool, ácido carboxílico ou ambas, mas não contém halogênios em ligação covalente - Biperideno e seus sais"|0|"01"|"51"|""|""|""
"29333933"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções álcool, ácido carboxílico ou ambas, mas não contém halogênios em ligação covalente - Ácido isonicotínico"|0|"01"|"51"|""|""|""
"29333934"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções álcool, ácido carboxílico ou ambas, mas não contém halogênios em ligação covalente - 5-Etil-2,3-dicarboxipiridina (5-EPDC)"|0|"01"|"51"|""|""|""
"29333935"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções álcool, ácido carboxílico ou ambas, mas não contém halogênios em ligação covalente - Imazetapir (ácido (RS)-5-etil-2-(4-isopropil-4-metil-5-oxo-2-imidazolin-2-il)nicotínico)"|0|"01"|"51"|""|""|""
"29333936"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções álcool, ácido carboxílico ou ambas, mas não contém halogênios em ligação covalente - Quinuclidin-3-ol"|0|"01"|"51"|""|""|""
"29333939"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções álcool, ácido carboxílico ou ambas, mas não contém halogênios em ligação covalente - Outros"|0|"01"|"51"|""|""|""
"29333943"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções éter, éster ou ambas, mas não contém funções álcool ou ácido carboxílico nem halogênios em ligação covalente - Nifedipina"|0|"01"|"51"|""|""|""
"29333944"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções éter, éster ou ambas, mas não contém funções álcool ou ácido carboxílico nem halogênios em ligação covalente - Nitrendipina"|0|"01"|"51"|""|""|""
"29333945"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções éter, éster ou ambas, mas não contém funções álcool ou ácido carboxílico nem halogênios em ligação covalente - Maleato de pirilamina"|0|"01"|"51"|""|""|""
"29333946"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções éter, éster ou ambas, mas não contém funções álcool ou ácido carboxílico nem halogênios em ligação covalente - Omeprazol"|0|"01"|"51"|""|""|""
"29333947"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções éter, éster ou ambas, mas não contém funções álcool ou ácido carboxílico nem halogênios em ligação covalente - Benzilato de 3-quinuclidinila"|0|"01"|"51"|""|""|""
"29333948"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções éter, éster ou ambas, mas não contém funções álcool ou ácido carboxílico nem halogênios em ligação covalente - Nimodipina"|0|"01"|"51"|""|""|""
"29333949"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Cuja estrutura contém funções éter, éster ou ambas, mas não contém funções álcool ou ácido carboxílico nem halogênios em ligação covalente - Outros"|0|"01"|"51"|""|""|""
"29333981"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Outros, cuja estrutura contém um ciclo piridina (hidrogenado ou não) N-substituído com radicais alquila ou arila - Cloridrato de benzetimida"|0|"01"|"51"|""|""|""
"29333982"|""|"Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio - Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não), não condensado - Outros - Outros, cuja estrutura contém um ciclo piridina (hidrogenado ou não) N-substituído com radicais alquila ou arila - Cloridrato de mepivacaína"|0|"01"|"51"|""|""|""
